gene_symbol,study
MIR1538,Sheinfeldt2012
NQO1,Sheinfeldt2012
NOB1,Sheinfeldt2012
NFAT5,Sheinfeldt2012
MIR1910,Sheinfeldt2012
GINS2,Sheinfeldt2012
C16orf74,Sheinfeldt2012
COX4NB,Sheinfeldt2012
COX4I1,Sheinfeldt2012
MIR597,Sheinfeldt2012
TNKS,Sheinfeldt2012
MNAT1,Sheinfeldt2012
TRMT5,Sheinfeldt2012
SLC38A6,Sheinfeldt2012
MTA3,Sheinfeldt2012
OXER1,Sheinfeldt2012
HAAO,Sheinfeldt2012
MTRF1L,Sheinfeldt2012
RGS17,Sheinfeldt2012
NAIF1,Sheinfeldt2012
SLC25A25,Sheinfeldt2012
PTGES2,Sheinfeldt2012
LCN2,Sheinfeldt2012
C9orf16,Sheinfeldt2012
CIZ1,Sheinfeldt2012
NARS2,Sheinfeldt2012
ODZ4,Sheinfeldt2012
NELL2,Sheinfeldt2012
NRXN1,Sheinfeldt2012
PAQR5,Sheinfeldt2012
KIF23,Sheinfeldt2012
RPLP1,Sheinfeldt2012
PATL1,Sheinfeldt2012
OR10V1,Sheinfeldt2012
STX3,Sheinfeldt2012
MRPL16,Sheinfeldt2012
GIF,Sheinfeldt2012
TCN1,Sheinfeldt2012
OR10Y1P,Sheinfeldt2012
OR10V3P,Sheinfeldt2012
OR10V2P,Sheinfeldt2012
FABP5P7,Sheinfeldt2012
PEX1,Sheinfeldt2012
C7orf64,Sheinfeldt2012
FAM133B,Sheinfeldt2012
PFKP,Sheinfeldt2012
PITRM1,Sheinfeldt2012
PIN1P1,Sheinfeldt2012
LRRC7,Sheinfeldt2012
PIP4K2C,Sheinfeldt2012
DTX3,Sheinfeldt2012
ARHGEF25,Sheinfeldt2012
SLC26A10,Sheinfeldt2012
B4GALNT1,Sheinfeldt2012
OS9,Sheinfeldt2012
AGAP2,Sheinfeldt2012
TSPAN31,Sheinfeldt2012
CDK4,Sheinfeldt2012
MARCH9,Sheinfeldt2012
CYP27B1,Sheinfeldt2012
METTL1,Sheinfeldt2012
METTL21B,Sheinfeldt2012
TSFM,Sheinfeldt2012
PLEKHG4,Sheinfeldt2012
KCTD19,Sheinfeldt2012
LRRC36,Sheinfeldt2012
TPPP3,Sheinfeldt2012
ZDHHC1,Sheinfeldt2012
HSD11B2,Sheinfeldt2012
ATP6V0D1,Sheinfeldt2012
AGRP,Sheinfeldt2012
PRAMEF3,Sheinfeldt2012
PRAMEF5,Sheinfeldt2012
PRAMEF8,Sheinfeldt2012
PRAMEF9,Sheinfeldt2012
PRAMEF13,Sheinfeldt2012
PRAMEF18,Sheinfeldt2012
RHEB,Sheinfeldt2012
ETF1P2,Sheinfeldt2012
PTPN1,Sheinfeldt2012
FAM65C,Sheinfeldt2012
MIR645,Sheinfeldt2012
MIR1302-5,Sheinfeldt2012
COX6CP2,Sheinfeldt2012
RPL36P2,Sheinfeldt2012
RFX4,Sheinfeldt2012
RIC8B,Sheinfeldt2012
RNU4ATAC,Sheinfeldt2012
CLASP1,Sheinfeldt2012
ROD1,Sheinfeldt2012
HSDL2,Sheinfeldt2012
ROR1,Sheinfeldt2012
UBE2U,Sheinfeldt2012
RPL35P6,Sheinfeldt2012
PSD3,Sheinfeldt2012
RPS6P22,Sheinfeldt2012
RPUSD4,Sheinfeldt2012
FAM118B,Sheinfeldt2012
SRPR,Sheinfeldt2012
FOXRED1,Sheinfeldt2012
TIRAP,Sheinfeldt2012
DCPS,Sheinfeldt2012
RPL35AP26,Sheinfeldt2012
SEPT5,Sheinfeldt2012
GP1BB,Sheinfeldt2012
TBX1,Sheinfeldt2012
GNB1L,Sheinfeldt2012
C22orf29,Sheinfeldt2012
TXNRD2,Sheinfeldt2012
SFTA3,Sheinfeldt2012
NKX2-1,Sheinfeldt2012
NKX2-8,Sheinfeldt2012
SLC6A3,Sheinfeldt2012
LPCAT1,Sheinfeldt2012
SLCO1B1,Sheinfeldt2012
SLCO1A2,Sheinfeldt2012
IAPP,Sheinfeldt2012
SMARCC1,Sheinfeldt2012
DHX30,Sheinfeldt2012
SMARCE1P2,Sheinfeldt2012
SNORA36B,Sheinfeldt2012
MIR194-1,Sheinfeldt2012
MIR215,Sheinfeldt2012
EPRS,Sheinfeldt2012
BPNT1,Sheinfeldt2012
IARS2,Sheinfeldt2012
RAB3GAP2,Sheinfeldt2012
SPG11,Sheinfeldt2012
PATL2,Sheinfeldt2012
B2M,Sheinfeldt2012
TRIM69,Sheinfeldt2012
STK3,Sheinfeldt2012
OSR2,Sheinfeldt2012
RPL19P14,Sheinfeldt2012
MRP63P7,Sheinfeldt2012
SUSD1,Sheinfeldt2012
SYT9,Sheinfeldt2012
OLFML1,Sheinfeldt2012
PPFIBP2,Sheinfeldt2012
TCEB1P3,Sheinfeldt2012
THAP11,Sheinfeldt2012
NUTF2,Sheinfeldt2012
EDC4,Sheinfeldt2012
NRN1L,Sheinfeldt2012
PSKH1,Sheinfeldt2012
CTRL,Sheinfeldt2012
PSMB10,Sheinfeldt2012
LCAT,Sheinfeldt2012
SLC12A4,Sheinfeldt2012
DPEP3,Sheinfeldt2012
DPEP2,Sheinfeldt2012
DDX28,Sheinfeldt2012
TJAP1,Sheinfeldt2012
C6orf154,Sheinfeldt2012
POLR1C,Sheinfeldt2012
YIPF3,Sheinfeldt2012
XPO5,Sheinfeldt2012
POLH,Sheinfeldt2012
GTPBP2,Sheinfeldt2012
MAD2L1BP,Sheinfeldt2012
RSPH9,Sheinfeldt2012
TM2D1,Sheinfeldt2012
INADL,Sheinfeldt2012
TNIP3,Sheinfeldt2012
QRFPR,Sheinfeldt2012
TPST1,Sheinfeldt2012
NCRNA00174,Sheinfeldt2012
SKP1P1,Sheinfeldt2012
TRIM24,Sheinfeldt2012
SVOPL,Sheinfeldt2012
TTYH3,Sheinfeldt2012
AMZ1,Sheinfeldt2012
GNA12,Sheinfeldt2012
TYW1B,Sheinfeldt2012
SBDSP1,Sheinfeldt2012
UBE2WP1,Sheinfeldt2012
USP50,Sheinfeldt2012
TRPM7,Sheinfeldt2012
VPS13B,Sheinfeldt2012
ZAN,Sheinfeldt2012
EPHB4,Sheinfeldt2012
SLC12A9,Sheinfeldt2012
TRIP6,Sheinfeldt2012
SRRT,Sheinfeldt2012
UFSP1,Sheinfeldt2012
ACHE,Sheinfeldt2012
MUC3A,Sheinfeldt2012
ZFPM2,Sheinfeldt2012
ZNF721,Sheinfeldt2012
PIGG,Sheinfeldt2012
ABCA11P,Sheinfeldt2012
TRIM40,Sheinfeldt2012
TRIM10,Sheinfeldt2012
TRIM15,Sheinfeldt2012
TRIM26,Sheinfeldt2012
PAIP1P1,Sheinfeldt2012
ABCB11,Sheinfeldt2012
DHRS9,Sheinfeldt2012
ADAMTS18,Sheinfeldt2012
AGBL4,Sheinfeldt2012
ALK,Sheinfeldt2012
AMIGO3,Sheinfeldt2012
GMPPB,Sheinfeldt2012
IP6K1,Sheinfeldt2012
CDHR4,Sheinfeldt2012
C3orf54,Sheinfeldt2012
UBA7,Sheinfeldt2012
MST1,Sheinfeldt2012
RNF123,Sheinfeldt2012
BSN,Sheinfeldt2012
APEH,Sheinfeldt2012
APOA4,Sheinfeldt2012
APOC3,Sheinfeldt2012
APOA1,Sheinfeldt2012
SIK3,Sheinfeldt2012
ATP6V1A,Sheinfeldt2012
GRAMD1C,Sheinfeldt2012
ZDHHC23,Sheinfeldt2012
KIAA1407,Sheinfeldt2012
BBS9,Sheinfeldt2012
BTBD10,Sheinfeldt2012
PTH,Sheinfeldt2012
HMGN2P36,Sheinfeldt2012
C11orf74,Sheinfeldt2012
C18orf21,Sheinfeldt2012
RPRD1A,Sheinfeldt2012
SLC39A6,Sheinfeldt2012
C18orf25,Sheinfeldt2012
C18orf34,Sheinfeldt2012
C5,Sheinfeldt2012
CEP110,Sheinfeldt2012
C6orf129,Sheinfeldt2012
MDGA1,Sheinfeldt2012
C9orf107,Sheinfeldt2012
C9orf78,Sheinfeldt2012
USP20,Sheinfeldt2012
FNBP1,Sheinfeldt2012
TOR1A,Sheinfeldt2012
TOR1B,Sheinfeldt2012
PTGES,Sheinfeldt2012
CA3,Sheinfeldt2012
CA2,Sheinfeldt2012
CACNA2D4,Sheinfeldt2012
DCP1B,Sheinfeldt2012
CCDC148,Sheinfeldt2012
CDA,Sheinfeldt2012
PINK1,Sheinfeldt2012
DDOST,Sheinfeldt2012
KIF17,Sheinfeldt2012
SH2D5,Sheinfeldt2012
HP1BP3,Sheinfeldt2012
PINK1-AS1,Sheinfeldt2012
CDC42BPA,Sheinfeldt2012
CENPP,Sheinfeldt2012
OGN,Sheinfeldt2012
OMD,Sheinfeldt2012
ASPN,Sheinfeldt2012
ECM2,Sheinfeldt2012
CENPW,Sheinfeldt2012
CGGBP1,Sheinfeldt2012
ZNF654,Sheinfeldt2012
C3orf38,Sheinfeldt2012
CBX5P1,Sheinfeldt2012
CHN2,Sheinfeldt2012
CHST11,Sheinfeldt2012
CHST6,Sheinfeldt2012
CHST5,Sheinfeldt2012
TMEM231,Sheinfeldt2012
GABARAPL2,Sheinfeldt2012
ADAT1,Sheinfeldt2012
KARS,Sheinfeldt2012
TERF2IP,Sheinfeldt2012
CLIC5,Sheinfeldt2012
ENPP4,Sheinfeldt2012
ENPP5,Sheinfeldt2012
ACTG1P9,Sheinfeldt2012
MAPRE1,Sheinfeldt2012
EFCAB8,Sheinfeldt2012
CSMD3,Sheinfeldt2012
CTNNA3,Sheinfeldt2012
CYP4A11,Sheinfeldt2012
CYP4X1,Sheinfeldt2012
CYP4Z1,Sheinfeldt2012
CYP4A22,Sheinfeldt2012
PDZK1IP1,Sheinfeldt2012
TAL1,Sheinfeldt2012
STIL,Sheinfeldt2012
DLG2,Sheinfeldt2012
DUSP7,Sheinfeldt2012
C3orf74,Sheinfeldt2012
POC1A,Sheinfeldt2012
ALDOAP1,Sheinfeldt2012
EFCAB6,Sheinfeldt2012
SULT4A1,Sheinfeldt2012
PNPLA5,Sheinfeldt2012
PNPLA3,Sheinfeldt2012
HMGN2P9,Sheinfeldt2012
CCDC122,Sheinfeldt2012
EPHB1,Sheinfeldt2012
KY,Sheinfeldt2012
CEP63,Sheinfeldt2012
EPHB6,Sheinfeldt2012
TRPV6,Sheinfeldt2012
TRPV5,Sheinfeldt2012
C7orf34,Sheinfeldt2012
KEL,Sheinfeldt2012
PRSS2,Sheinfeldt2012
TRBJ2-6,Sheinfeldt2012
TRBJ2-7,Sheinfeldt2012
TRBJ2-4,Sheinfeldt2012
TRBJ2-1,Sheinfeldt2012
TRBJ2-2,Sheinfeldt2012
TRBJ2-3,Sheinfeldt2012
TRBV30,Sheinfeldt2012
TRBC2,Sheinfeldt2012
TRBJ2-2P,Sheinfeldt2012
TRBJ2-5,Sheinfeldt2012
F13A1,Sheinfeldt2012
LY86-AS1,Sheinfeldt2012
SNAPC5P1,Sheinfeldt2012
FAM19A1,Sheinfeldt2012
FBXL7,Sheinfeldt2012
MLNR,Sheinfeldt2012
CDADC1,Sheinfeldt2012
COX7CP1,Sheinfeldt2012
OGFOD1P1,Sheinfeldt2012
FUT8,Sheinfeldt2012
GALNT11,Sheinfeldt2012
MLL3,Sheinfeldt2012
GGA2,Sheinfeldt2012
EARS2,Sheinfeldt2012
UBFD1,Sheinfeldt2012
NDUFAB1,Sheinfeldt2012
PALB2,Sheinfeldt2012
DCTN5,Sheinfeldt2012
PLK1,Sheinfeldt2012
ERN2,Sheinfeldt2012
GKN2,Sheinfeldt2012
GKN1,Sheinfeldt2012
GLIS3,Sheinfeldt2012
C9orf70,Sheinfeldt2012
GOPC,Sheinfeldt2012
DCBLD1,Sheinfeldt2012
NUS1,Sheinfeldt2012
NEPNP,Sheinfeldt2012
GRIA4,Sheinfeldt2012
GRID1,Sheinfeldt2012
GUCY2C,Sheinfeldt2012
HIST4H4,Sheinfeldt2012
H2AFJ,Sheinfeldt2012
WBP11,Sheinfeldt2012
C12orf60,Sheinfeldt2012
C12orf69,Sheinfeldt2012
ART4,Sheinfeldt2012
H2AFY2,Sheinfeldt2012
AIFM2,Sheinfeldt2012
TYSND1,Sheinfeldt2012
SAR1A,Sheinfeldt2012
CALM2P2,Sheinfeldt2012
HEMK1,Sheinfeldt2012
CISH,Sheinfeldt2012
MAPKAPK3,Sheinfeldt2012
DOCK3,Sheinfeldt2012
HHIP,Sheinfeldt2012
HMGB3P12,Sheinfeldt2012
HTATIP2,Sheinfeldt2012
PRMT3,Sheinfeldt2012
JMJD1C,Sheinfeldt2012
REEP3,Sheinfeldt2012
KCNK18,Sheinfeldt2012
SLC18A2,Sheinfeldt2012
PDZD8,Sheinfeldt2012
KIAA0355,Sheinfeldt2012
GPI,Sheinfeldt2012
PDCD2L,Sheinfeldt2012
LSM14A,Sheinfeldt2012
RPL29P33,Sheinfeldt2012
UBA2,Sheinfeldt2012
KRT80,Sheinfeldt2012
KRT7,Sheinfeldt2012
KRT86,Sheinfeldt2012
KRT81,Sheinfeldt2012
OR7E5P,Sheinfeldt2012
LCE5A,Sheinfeldt2012
CRCT1,Sheinfeldt2012
LCE3E,Sheinfeldt2012
LCE3D,Sheinfeldt2012
LCE3C,Sheinfeldt2012
LCE3B,Sheinfeldt2012
LCE3A,Sheinfeldt2012
LCE2D,Sheinfeldt2012
LCE2B,Sheinfeldt2012
LCE2C,Sheinfeldt2012
NCRNA00302,Sheinfeldt2012
MAGI3,Sheinfeldt2012
PHTF1,Sheinfeldt2012
RSBN1,Sheinfeldt2012
PTPN22,Sheinfeldt2012
3,Sheinfeldt2012
1,Sheinfeldt2012
2020,Sheinfeldt2012
MC4R,Sheinfeldt2012
MCF2L,Sheinfeldt2012
F7,Sheinfeldt2012
F10,Sheinfeldt2012
PROZ,Sheinfeldt2012
PCID2,Sheinfeldt2012
CUL4A,Sheinfeldt2012
F10-AS1,Sheinfeldt2012
KARSP2,Sheinfeldt2012
MCTP2,Sheinfeldt2012
MGAT4C,Sheinfeldt2012
MIR2355,Sheinfeldt2012
CPO,Sheinfeldt2012
KLF7,Sheinfeldt2012
MIR320D1,Sheinfeldt2012
MIR621,Sheinfeldt2012
FOXO1,Sheinfeldt2012
MRPS31,Sheinfeldt2012
SLC25A15,Sheinfeldt2012
MIR593,Sheinfeldt2012
SND1,Sheinfeldt2012
LRRC4,Sheinfeldt2012
MIR944,Sheinfeldt2012
TP63,Sheinfeldt2012
LEPREL1,Sheinfeldt2012
MS4A5,Sheinfeldt2012
MS4A1,Sheinfeldt2012
MS4A12,Sheinfeldt2012
MS4A13,Sheinfeldt2012
MS4A14,Sheinfeldt2012
MS4A6E,Sheinfeldt2012
MS4A7,Sheinfeldt2012
MTUS1,Sheinfeldt2012
FGL1,Sheinfeldt2012
PCM1,Sheinfeldt2012
NAA50,Sheinfeldt2012
NBEA,Sheinfeldt2012
NELL1,Sheinfeldt2012
NTRK3,Sheinfeldt2012
NTS,Sheinfeldt2012
PACS2,Sheinfeldt2012
TEX22,Sheinfeldt2012
MTA1,Sheinfeldt2012
CRIP1,Sheinfeldt2012
C14orf80,Sheinfeldt2012
TMEM121,Sheinfeldt2012
RPS20P33,Sheinfeldt2012
ATP5G1P1,Sheinfeldt2012
ELK2BP,Sheinfeldt2012
CRIP2,Sheinfeldt2012
PACSIN3,Sheinfeldt2012
ARFGAP2,Sheinfeldt2012
PCGEM1,Sheinfeldt2012
PDE3A,Sheinfeldt2012
BCL2L15,Sheinfeldt2012
AP4B1,Sheinfeldt2012
PIAS1,Sheinfeldt2012
CALML4,Sheinfeldt2012
CLN6,Sheinfeldt2012
PJA2,Sheinfeldt2012
POLG2,Sheinfeldt2012
DDX5,Sheinfeldt2012
CEP95,Sheinfeldt2012
SMURF2,Sheinfeldt2012
ATP5J2P4,Sheinfeldt2012
PPARA,Sheinfeldt2012
C22orf40,Sheinfeldt2012
PKDREJ,Sheinfeldt2012
TTC38,Sheinfeldt2012
GTSE1,Sheinfeldt2012
TRMU,Sheinfeldt2012
PRDX6,Sheinfeldt2012
SLC9A11,Sheinfeldt2012
ANKRD45,Sheinfeldt2012
PRELID2,Sheinfeldt2012
PSMB7,Sheinfeldt2012
GPR144,Sheinfeldt2012
NEK6,Sheinfeldt2012
PTPRD,Sheinfeldt2012
RANBP17,Sheinfeldt2012
RASAL2,Sheinfeldt2012
RFFL,Sheinfeldt2012
CCT6B,Sheinfeldt2012
ZNF830,Sheinfeldt2012
LIG3,Sheinfeldt2012
RNU6ATAC,Sheinfeldt2012
WDR5,Sheinfeldt2012
RNU7-42P,Sheinfeldt2012
CDH1,Sheinfeldt2012
TMCO7,Sheinfeldt2012
RNU7-61P,Sheinfeldt2012
ZNF771,Sheinfeldt2012
DCTPP1,Sheinfeldt2012
SEPHS2,Sheinfeldt2012
ITGAL,Sheinfeldt2012
ZNF768,Sheinfeldt2012
ZNF747,Sheinfeldt2012
ZNF764,Sheinfeldt2012
ZNF688,Sheinfeldt2012
ZNF785,Sheinfeldt2012
ZNF48,Sheinfeldt2012
SEPT1,Sheinfeldt2012
RNU7-70P,Sheinfeldt2012
CAPZA1,Sheinfeldt2012
MOV10,Sheinfeldt2012
RHOC,Sheinfeldt2012
PPM1J,Sheinfeldt2012
FAM19A3,Sheinfeldt2012
MRPL53P1,Sheinfeldt2012
RNU7-71P,Sheinfeldt2012
ZFHX3,Sheinfeldt2012
RORA,Sheinfeldt2012
RPL29,Sheinfeldt2012
SDCCAG8,Sheinfeldt2012
SHANK2,Sheinfeldt2012
SHANK2-AS3,Sheinfeldt2012
SHFM1,Sheinfeldt2012
SIX4,Sheinfeldt2012
SLC35F3,Sheinfeldt2012
SLC44A1,Sheinfeldt2012
SMARCD1,Sheinfeldt2012
GPD1,Sheinfeldt2012
AQP2,Sheinfeldt2012
AQP5,Sheinfeldt2012
AQP6,Sheinfeldt2012
RACGAP1,Sheinfeldt2012
ACCN2,Sheinfeldt2012
SNORA14B,Sheinfeldt2012
ARID4B,Sheinfeldt2012
TOMM20,Sheinfeldt2012
RBM34,Sheinfeldt2012
SNORD90,Sheinfeldt2012
ZBTB6,Sheinfeldt2012
ZBTB26,Sheinfeldt2012
RABGAP1,Sheinfeldt2012
GPR21,Sheinfeldt2012
RC3H2,Sheinfeldt2012
SORCS2,Sheinfeldt2012
AFAP1,Sheinfeldt2012
SPC25,Sheinfeldt2012
G6PC2,Sheinfeldt2012
NOSTRIN,Sheinfeldt2012
TBC1D23,Sheinfeldt2012
NIT2,Sheinfeldt2012
TOMM70A,Sheinfeldt2012
LNP1,Sheinfeldt2012
TBCK,Sheinfeldt2012
AIMP1,Sheinfeldt2012
THBS2,Sheinfeldt2012
TMEM126B,Sheinfeldt2012
TMEM126A,Sheinfeldt2012
CREBZF,Sheinfeldt2012
CCDC89,Sheinfeldt2012
TNFSF8,Sheinfeldt2012
TNC,Sheinfeldt2012
TRAF1,Sheinfeldt2012
TSHZ3,Sheinfeldt2012
TTLL7,Sheinfeldt2012
PRKACB,Sheinfeldt2012
UBE2E3,Sheinfeldt2012
UGT2A1,Sheinfeldt2012
SULT1B1,Sheinfeldt2012
USP47,Sheinfeldt2012
VPS13C,Sheinfeldt2012
VWA5B1,Sheinfeldt2012
ZBTB40,Sheinfeldt2012
EPHA8,Sheinfeldt2012
ZNF385B,Sheinfeldt2012
ZNF644,Sheinfeldt2012
ZRANB3,Sheinfeldt2012
R3HDM1,Sheinfeldt2012
ADAMTSL4,Sheinfeldt2012
C1orf138,Sheinfeldt2012
MCL1,Sheinfeldt2012
ENSA,Sheinfeldt2012
GOLPH3L,Sheinfeldt2012
HORMAD1,Sheinfeldt2012
CTSS,Sheinfeldt2012
AGBL3,Sheinfeldt2012
C7orf49,Sheinfeldt2012
TMEM140,Sheinfeldt2012
WDR91,Sheinfeldt2012
ELAVL4,Sheinfeldt2012
AMBN,Sheinfeldt2012
ENAM,Sheinfeldt2012
IGJ,Sheinfeldt2012
UTP3,Sheinfeldt2012
RUFY3,Sheinfeldt2012
ANAPC7,Sheinfeldt2012
ARPC3,Sheinfeldt2012
GPN3,Sheinfeldt2012
C12orf24,Sheinfeldt2012
VPS29,Sheinfeldt2012
RAD9B,Sheinfeldt2012
PPTC7,Sheinfeldt2012
HMGA1P3,Sheinfeldt2012
RPL31P49,Sheinfeldt2012
ANLN,Sheinfeldt2012
EEPD1,Sheinfeldt2012
KIAA0895,Sheinfeldt2012
NFU1,Sheinfeldt2012
ARHGAP12,Sheinfeldt2012
HMGB1P7,Sheinfeldt2012
FRAT1,Sheinfeldt2012
ARID2,Sheinfeldt2012
SCAF11,Sheinfeldt2012
ATM,Sheinfeldt2012
C11orf65,Sheinfeldt2012
KDELC2,Sheinfeldt2012
EXPH5,Sheinfeldt2012
ATXN2,Sheinfeldt2012
BRAP,Sheinfeldt2012
ACAD10,Sheinfeldt2012
PCNPP,Sheinfeldt2012
BRAF,Sheinfeldt2012
C10orf140,Sheinfeldt2012
MLLT10,Sheinfeldt2012
C12orf29,Sheinfeldt2012
CEP290,Sheinfeldt2012
TMTC3,Sheinfeldt2012
C12orf50,Sheinfeldt2012
RPS4XP15,Sheinfeldt2012
C16orf54,Sheinfeldt2012
ZG16,Sheinfeldt2012
KIF22,Sheinfeldt2012
MAZ,Sheinfeldt2012
PRRT2,Sheinfeldt2012
C16orf53,Sheinfeldt2012
MVP,Sheinfeldt2012
CDIPT,Sheinfeldt2012
SEZ6L2,Sheinfeldt2012
ASPHD1,Sheinfeldt2012
KCTD13,Sheinfeldt2012
C4orf29,Sheinfeldt2012
MFSD8,Sheinfeldt2012
HSPA4L,Sheinfeldt2012
PLK4,Sheinfeldt2012
C5orf13,Sheinfeldt2012
C5orf32,Sheinfeldt2012
PFDN1,Sheinfeldt2012
HBEGF,Sheinfeldt2012
SLC4A9,Sheinfeldt2012
ANKHD1,Sheinfeldt2012
ANKHD1-EIF4EBP3,Sheinfeldt2012
C9orf5,Sheinfeldt2012
C9orf4,Sheinfeldt2012
EPB41L4B,Sheinfeldt2012
MIR32,Sheinfeldt2012
CTNNAL1,Sheinfeldt2012
C9orf6,Sheinfeldt2012
ACTL7B,Sheinfeldt2012
ACTL7A,Sheinfeldt2012
IKBKAP,Sheinfeldt2012
NCRNA00298,Sheinfeldt2012
CAPN14,Sheinfeldt2012
EHD3,Sheinfeldt2012
XDH,Sheinfeldt2012
CCDC42B,Sheinfeldt2012
DDX54,Sheinfeldt2012
C12orf52,Sheinfeldt2012
IQCD,Sheinfeldt2012
TPCN1,Sheinfeldt2012
SLC24A6,Sheinfeldt2012
CDC27,Sheinfeldt2012
MYL4,Sheinfeldt2012
CEACAM19,Sheinfeldt2012
CEACAM16,Sheinfeldt2012
BCL3,Sheinfeldt2012
CBLC,Sheinfeldt2012
BCAM,Sheinfeldt2012
PVRL2,Sheinfeldt2012
SLC41A2,Sheinfeldt2012
CIRH1A,Sheinfeldt2012
SNTB2,Sheinfeldt2012
VPS4A,Sheinfeldt2012
PDF,Sheinfeldt2012
COG8,Sheinfeldt2012
NIP7,Sheinfeldt2012
TMED6,Sheinfeldt2012
CMAHP,Sheinfeldt2012
FAM65B,Sheinfeldt2012
ASS1P1,Sheinfeldt2012
COG5,Sheinfeldt2012
HBP1,Sheinfeldt2012
COX7BP2,Sheinfeldt2012
ROMO1,Sheinfeldt2012
RBM39,Sheinfeldt2012
PHF20,Sheinfeldt2012
CPNE1,Sheinfeldt2012
NFS1,Sheinfeldt2012
RBM12,Sheinfeldt2012
CTSK,Sheinfeldt2012
ARNT,Sheinfeldt2012
SETDB1,Sheinfeldt2012
UBE2D3P3,Sheinfeldt2012
CYB5A,Sheinfeldt2012
DENR,Sheinfeldt2012
CCDC62,Sheinfeldt2012
HIP1R,Sheinfeldt2012
VPS37B,Sheinfeldt2012
ABCB9,Sheinfeldt2012
ST13P14,Sheinfeldt2012
EIF4E,Sheinfeldt2012
METAP1,Sheinfeldt2012
FAM177A2,Sheinfeldt2012
ABT1P1,Sheinfeldt2012
ETFA,Sheinfeldt2012
ISL2,Sheinfeldt2012
SCAPER,Sheinfeldt2012
FABP5P10,Sheinfeldt2012
FAF1,Sheinfeldt2012
PHBP12,Sheinfeldt2012
FBXL17,Sheinfeldt2012
FGFR2,Sheinfeldt2012
FRS3,Sheinfeldt2012
PRICKLE4,Sheinfeldt2012
TOMM6,Sheinfeldt2012
USP49,Sheinfeldt2012
MED20,Sheinfeldt2012
BYSL,Sheinfeldt2012
CCND3,Sheinfeldt2012
GORASP1,Sheinfeldt2012
TTC21A,Sheinfeldt2012
CSRNP1,Sheinfeldt2012
XIRP1,Sheinfeldt2012
WDR48,Sheinfeldt2012
GPR81,Sheinfeldt2012
GPR109B,Sheinfeldt2012
GRIN2B,Sheinfeldt2012
GRSF1,Sheinfeldt2012
MOBKL1A,Sheinfeldt2012
DCK,Sheinfeldt2012
GSTT1,Sheinfeldt2012
CABIN1,Sheinfeldt2012
GSTTP1,Sheinfeldt2012
GSTTP2,Sheinfeldt2012
DDX39BP1,Sheinfeldt2012
MCCD1P1,Sheinfeldt2012
HLA-F,Sheinfeldt2012
HLA-G,Sheinfeldt2012
HCG4P11,Sheinfeldt2012
HLA-F-AS1,Sheinfeldt2012
RPL23AP1,Sheinfeldt2012
MICE,Sheinfeldt2012
HCG9P5,Sheinfeldt2012
IFITM4P,Sheinfeldt2012
HLA-P,Sheinfeldt2012
HCG4,Sheinfeldt2012
RPL7AP7,Sheinfeldt2012
MICG,Sheinfeldt2012
HCG4P8,Sheinfeldt2012
MICF,Sheinfeldt2012
HCG4P7,Sheinfeldt2012
HLA-H,Sheinfeldt2012
HLA-T,Sheinfeldt2012
ZDHHC20P1,Sheinfeldt2012
ZFP57,Sheinfeldt2012
HMBOX1,Sheinfeldt2012
KIF13B,Sheinfeldt2012
HMGB3P1,Sheinfeldt2012
TP53INP2,Sheinfeldt2012
NCOA6,Sheinfeldt2012
GGT7,Sheinfeldt2012
HMGN2P28,Sheinfeldt2012
GMDS,Sheinfeldt2012
IFT140,Sheinfeldt2012
CRAMP1L,Sheinfeldt2012
HN1L,Sheinfeldt2012
JARID2,Sheinfeldt2012
KIAA0240,Sheinfeldt2012
TBCC,Sheinfeldt2012
UBR2,Sheinfeldt2012
PRPH2,Sheinfeldt2012
ATP6V0CP3,Sheinfeldt2012
KIF1B,Sheinfeldt2012
KITLG,Sheinfeldt2012
KPNB1,Sheinfeldt2012
TBKBP1,Sheinfeldt2012
TBX21,Sheinfeldt2012
OSBPL7,Sheinfeldt2012
MRPL10,Sheinfeldt2012
LRRC46,Sheinfeldt2012
SCRN2,Sheinfeldt2012
SP6,Sheinfeldt2012
TTC39C,Sheinfeldt2012
LIPC,Sheinfeldt2012
ADAM10,Sheinfeldt2012
LRRC37A3,Sheinfeldt2012
MAP3K13,Sheinfeldt2012
TMEM41A,Sheinfeldt2012
LIPH,Sheinfeldt2012
MAP6,Sheinfeldt2012
MOGAT2,Sheinfeldt2012
DGAT2,Sheinfeldt2012
UVRAG,Sheinfeldt2012
MAPKAP1,Sheinfeldt2012
HNRNPA1P15,Sheinfeldt2012
MDM4,Sheinfeldt2012
LRRN2,Sheinfeldt2012
PIK3C2B,Sheinfeldt2012
MED13L,Sheinfeldt2012
MIR152,Sheinfeldt2012
COPZ2,Sheinfeldt2012
MIR26A2,Sheinfeldt2012
AVIL,Sheinfeldt2012
CTDSP2,Sheinfeldt2012
MIR345,Sheinfeldt2012
YY1,Sheinfeldt2012
SLC25A29,Sheinfeldt2012
SLC25A47,Sheinfeldt2012
WARS,Sheinfeldt2012
MIR619,Sheinfeldt2012
DAO,Sheinfeldt2012
SVOP,Sheinfeldt2012
SSH1,Sheinfeldt2012
CDC42P1,Sheinfeldt2012
N4BP2,Sheinfeldt2012
RHOH,Sheinfeldt2012
