gene_symbol,occurrence,studies
CHMP3,1,Eichstaedt2017
CNTNAP3B,1,Eichstaedt2017
COL8A2,1,Eichstaedt2017
COL9A2,1,Eichstaedt2017
CPT2,1,Eichstaedt2017
DDX10,1,Eichstaedt2017
DEFA5,1,Eichstaedt2017
DMRTB1,1,Eichstaedt2017
FAM161A,1,Eichstaedt2017
FCN3,1,Eichstaedt2017
FLG2,1,Eichstaedt2017
GATSL1,1,Eichstaedt2017
GCM1,1,Eichstaedt2017
GJA9,1,Eichstaedt2017
IL22RA1,1,Eichstaedt2017
IVL,1,Eichstaedt2017
KIF26A,1,Eichstaedt2017
KRTAP19-8,1,Eichstaedt2017
KRTAP5-7,1,Eichstaedt2017
LBP,1,Eichstaedt2017
LTBP3,1,Eichstaedt2017
MAPK8,1,Eichstaedt2017
MTRR,1,Eichstaedt2017
NUDT8,1,Eichstaedt2017
OR52W1,1,Eichstaedt2017
OTUD6B,1,Eichstaedt2017
PCED1A,1,Eichstaedt2017
PLCG2,1,Eichstaedt2017
PODN,1,Eichstaedt2017
PTPN20B,1,Eichstaedt2017
RBM15,1,Eichstaedt2017
RELT,1,Eichstaedt2017
RIMBP3B,1,Eichstaedt2017
RP11-1085N6.3,1,Eichstaedt2017
RP11-122A3.2,1,Eichstaedt2017
RP11-796G6.2,1,Eichstaedt2017
SEC14L4,1,Eichstaedt2017
SEC24D,1,Eichstaedt2017
SEPSECS,1,Eichstaedt2017
SNAPC1,1,Eichstaedt2017
SPHKAP,1,Eichstaedt2017
SPIDR,1,Eichstaedt2017
SUN1,1,Eichstaedt2017
TAS2R40,1,Eichstaedt2017
TCEANC2,1,Eichstaedt2017
TIMM23,1,Eichstaedt2017
TMEM132C,1,Eichstaedt2017
TNP2,1,Eichstaedt2017
TRAM2,1,Eichstaedt2017
TRAP1,1,Eichstaedt2017
UGT2B15,1,Eichstaedt2017
URB1,1,Eichstaedt2017
VWDE,1,Eichstaedt2017
AGO3,1,Eichstaedt2017
C1orf123,1,Eichstaedt2017
CABP2,1,Eichstaedt2017
CLSPN,1,Eichstaedt2017
DEFA1,1,Eichstaedt2017
FAM168A,1,Eichstaedt2017
FBXO9,1,Eichstaedt2017
HSPB11,1,Eichstaedt2017
KRTAP5-9,1,Eichstaedt2017
MZT2B,1,Eichstaedt2017
PIGV,1,Eichstaedt2017
PRM3,1,Eichstaedt2017
RGPD1,1,Eichstaedt2017
RNF103-CHMP3,1,Eichstaedt2017
RP1-187N21.4,1,Eichstaedt2017
RRAGC,1,Eichstaedt2017
SGSH,1,Eichstaedt2017
SSSCA1,1,Eichstaedt2017
SYTL3,1,Eichstaedt2017
VPS16,1,Eichstaedt2017
WDTC1,1,Eichstaedt2017
AP000867.1,1,Eichstaedt2017
BATF2,1,Eichstaedt2017
CCDC74B,1,Eichstaedt2017
EZR,1,Eichstaedt2017
HMGA1,1,Eichstaedt2017
LRRC42,1,Eichstaedt2017
MAGOH,1,Eichstaedt2017
MAP3K11,1,Eichstaedt2017
MAP7D1,1,Eichstaedt2017
NPIPB9,1,Eichstaedt2017
PRM2,1,Eichstaedt2017
RMND5A,1,Eichstaedt2017
TMEM134,1,Eichstaedt2017
WASF2,1,Eichstaedt2017
CD164L2,1,Eichstaedt2017
KRTAP5-10,1,Eichstaedt2017
NPIPB8,1,Eichstaedt2017
AL161915.1,1,Eichstaedt2017
EHBP1L1,1,Eichstaedt2017
EIF4A3,1,Eichstaedt2017
KRTAP5-11,1,Eichstaedt2017
MAP3K6,1,Eichstaedt2017
AIP,1,Eichstaedt2017
C11orf85,1,Eichstaedt2017
TMEM222,1,Eichstaedt2017
AP000769.1,1,Eichstaedt2017
AC002310.13,1,Eichstaedt2017
FAM89B,1,Eichstaedt2017
1-Sep,1,Eichstaedt2017
TEX40,1,Eichstaedt2017
C11orf72,1,Eichstaedt2017
PITPNM1,1,Eichstaedt2017
CDK2AP2,1,Eichstaedt2017
ADPRHL2,1,Eichstaedt2017
AFM,1,Eichstaedt2017
AP001885.1,1,Eichstaedt2017
DEFA1B,1,Eichstaedt2017
DYNLT1,1,Eichstaedt2017
GAA,1,Eichstaedt2017
GTF2IRD2,1,Eichstaedt2017
ICK,1,Eichstaedt2017
LDLRAD1,1,Eichstaedt2017
LRRC69,1,Eichstaedt2017
MEGF9,1,Eichstaedt2017
MYCBP,1,Eichstaedt2017
MYCL,1,Eichstaedt2017
NADSYN1,1,Eichstaedt2017
NDUFV1,1,Eichstaedt2017
P2RY6,1,Eichstaedt2017
PRM1,1,Eichstaedt2017
PTPRA,1,Eichstaedt2017
RP11-268J15.5,1,Eichstaedt2017
SCP2,1,Eichstaedt2017
SCYL1,1,Eichstaedt2017
SLC1A7,1,Eichstaedt2017
SMPD4,1,Eichstaedt2017
SULT1A1,1,Eichstaedt2017
SYTL1,1,Eichstaedt2017
WBSCR16,1,Eichstaedt2017
ZNF366,1,Eichstaedt2017
AC111200.1,1,Eichstaedt2017
AGAP6,1,Eichstaedt2017
AGO1,1,Eichstaedt2017
ARHGEF17,1,Eichstaedt2017
ARID1A,1,Eichstaedt2017
ARL2,1,Eichstaedt2017
CD86,1,Eichstaedt2017
CDCP2,1,Eichstaedt2017
DEFA3,1,Eichstaedt2017
EFHC1,1,Eichstaedt2017
EIF3C,1,Eichstaedt2017
FBXW2,1,Eichstaedt2017
GDF10,1,Eichstaedt2017
GLIS1,1,Eichstaedt2017
GPR3,1,Eichstaedt2017
GTF2IRD2B,1,Eichstaedt2017
KCNK7,1,Eichstaedt2017
KDM3A,1,Eichstaedt2017
KRTAP5-8,1,Eichstaedt2017
LRP8,1,Eichstaedt2017
MCM6,1,Eichstaedt2017
METTL14,1,Eichstaedt2017
NCF1,1,Eichstaedt2017
PLXDC2,1,Eichstaedt2017
PTCD2,1,Eichstaedt2017
RHBDL2,1,Eichstaedt2017
RNF103,1,Eichstaedt2017
RP11-47I22.4,1,Eichstaedt2017
RPS10,1,Eichstaedt2017
SPATA31A6,1,Eichstaedt2017
TEKT2,1,Eichstaedt2017
TMEM14A,1,Eichstaedt2017
TMEM239,1,Eichstaedt2017
TMEM55A,1,Eichstaedt2017
TOMM20L,1,Eichstaedt2017
TRAPPC3,1,Eichstaedt2017
TUBA3E,1,Eichstaedt2017
UGT2B17,1,Eichstaedt2017
ADCY3,1,Zhou2013
APP,1,Zhou2013
ARMCX2,1,Zhou2013
BVES,1,Zhou2013
C11orf64,1,Zhou2013
C12orf26,1,Zhou2013
C13orf38-SOHLH2,1,Zhou2013
C14orf135,1,Zhou2013
C14orf184,1,Zhou2013
C19orf61,1,Zhou2013
C21orf131,1,Zhou2013
CCDC138,1,Zhou2013
CCDC36,1,Zhou2013
CCT6P1,1,Zhou2013
CD3E,1,Zhou2013
CHD6,1,Zhou2013
CPPED1,1,Zhou2013
DDX6,1,Zhou2013
DGKK,1,Zhou2013
DIRC3,1,Zhou2013
DPY19L1P1,1,Zhou2013
DSG1,1,Zhou2013
DUSP22,1,Zhou2013
DYNC2H1,1,Zhou2013
EDA2R,1,Zhou2013
EVI5,1,Zhou2013
FABP5,1,Zhou2013
FAM69A,1,Zhou2013
FAP,1,Zhou2013
FOXI2,1,Zhou2013
FOXR2,1,Zhou2013
GABRB1,1,Zhou2013
GCFC1,1,Zhou2013
GFI1,1,Zhou2013
GLYATL2,1,Zhou2013
GSPT2,1,Zhou2013
GUSBP1,1,Zhou2013
GUSBP4,1,Zhou2013
GYPB,1,Zhou2013
HERC2P3,1,Zhou2013
HINT3,1,Zhou2013
HOXD4,1,Zhou2013
IFT88,1,Zhou2013
ITIH5L,1,Zhou2013
LOC285326,1,Zhou2013
LOC388692,1,Zhou2013
LOC440910,1,Zhou2013
LOC645332,1,Zhou2013
LOC727924,1,Zhou2013
METTL9,1,Zhou2013
MIR3668,1,Zhou2013
MIR548D2,1,Zhou2013
MRPS6,1,Zhou2013
MST4,1,Zhou2013
NMUR2,1,Zhou2013
NUDT11,1,Zhou2013
OPRM1,1,Zhou2013
OR4N3P,1,Zhou2013
OR52M1,1,Zhou2013
OR5AK4P,1,Zhou2013
OXGR1,1,Zhou2013
P2RX7,1,Zhou2013
PAGE2,1,Zhou2013
PBX4,1,Zhou2013
PID1,1,Zhou2013
PLAC8L1,1,Zhou2013
PPP1R2,1,Zhou2013
QARS,1,Zhou2013
RPS6KA6,1,Zhou2013
RSPH3,1,Zhou2013
S100A10,1,Zhou2013
SENP7,1,Zhou2013
SIK2,1,Zhou2013
SKA3,1,Zhou2013
SMPD3,1,Zhou2013
SPANXN3,1,Zhou2013
SYN2,1,Zhou2013
TBC1D22B,1,Zhou2013
TCEAL2,1,Zhou2013
TMEM117,1,Zhou2013
TMEM164,1,Zhou2013
TRPC4AP,1,Zhou2013
UBQLN2,1,Zhou2013
USP4,1,Zhou2013
UTP15,1,Zhou2013
VCX3B,1,Zhou2013
YIPF6,1,Zhou2013
ZFYVE9,1,Zhou2013
ZNF267,1,Zhou2013
FAAH2,1,Zhou2013
LOC646498,1,Zhou2013
LRRC67,1,Zhou2013
KLHDC8B,1,Zhou2013
MAGEH1,1,Zhou2013
SPIN2A,1,Zhou2013
TCF24,1,Zhou2013
BAGE5,1,Zhou2013
CCDC71,1,Zhou2013
PAGE3,1,Zhou2013
PFKFB1,1,Zhou2013
SNORD87,1,Zhou2013
SPIN2B,1,Zhou2013
DUOXA1,1,Zhou2013
HOXD1,1,Zhou2013
LAMB2P1,1,Zhou2013
NCRNA00254,1,Zhou2013
PAGE5,1,Zhou2013
SNHG6,1,Zhou2013
SPIN3,1,Zhou2013
TMEM138,1,Zhou2013
TRO,1,Zhou2013
BAGE3,1,Zhou2013
BEX5,1,Zhou2013
BTF3L4,1,Zhou2013
C21orf62,1,Zhou2013
C2orf84,1,Zhou2013
C8orf45,1,Zhou2013
CYBASC3,1,Zhou2013
DUOXA2,1,Zhou2013
GABRA3,1,Zhou2013
GMIP,1,Zhou2013
LAMB2,1,Zhou2013
LOC401022,1,Zhou2013
LOC441495,1,Zhou2013
LOC442454,1,Zhou2013
MIR4271,1,Zhou2013
MTRNR2L10,1,Zhou2013
N6AMT2,1,Zhou2013
POPDC3,1,Zhou2013
RBM27,1,Zhou2013
SNORA11,1,Zhou2013
SPG20,1,Zhou2013
BAGE4,1,Zhou2013
BTF3,1,Zhou2013
C13orf38,1,Zhou2013
C21orf49,1,Zhou2013
C3orf62,1,Zhou2013
C6orf112,1,Zhou2013
CATSPERB,1,Zhou2013
CENPVL1,1,Zhou2013
COMMD8,1,Zhou2013
CROCC,1,Zhou2013
CXCR5,1,Zhou2013
DAK,1,Zhou2013
EDEM2,1,Zhou2013
FAM104B,1,Zhou2013
FAM151B,1,Zhou2013
FAM76A,1,Zhou2013
HOXD3,1,Zhou2013
IL17D,1,Zhou2013
IPCEF1,1,Zhou2013
KAL1,1,Zhou2013
KCNN4,1,Zhou2013
LARS,1,Zhou2013
LOC375190,1,Zhou2013
LOC550643,1,Zhou2013
LPAR2,1,Zhou2013
MAGED1,1,Zhou2013
MAGED2,1,Zhou2013
MIR548AA2,1,Zhou2013
MRP63,1,Zhou2013
OR4M2,1,Zhou2013
PNRC2,1,Zhou2013
RGNEF,1,Zhou2013
RRAGB,1,Zhou2013
SLC5A3,1,Zhou2013
SNORA22,1,Zhou2013
SUSD2,1,Zhou2013
TCEAL6,1,Zhou2013
TRMT11,1,Zhou2013
TSPYL2,1,Zhou2013
C4orf7,1,Yi2010
OR10X1,1,Yi2010
KRTAP21-2,1,Yi2010
HIST1H2BE,1,Yi2010
TTLL3,1,Yi2010
HIST1H4B,1,Yi2010
FXYD6,1,Yi2010
NAGLU,1,Yi2010
MDH1B,1,Yi2010
OR6Y1,1,Yi2010
MBNL1,1,Yi2010
IFI27L1,1,Yi2010
C18orf55,1,Yi2010
HIST1H3C,1,Yi2010
TMEM206,1,Yi2010
TMSB4X,1,Yi2010
ADORA2B,1,Simonson2010apriorilist
ADRB1,1,Simonson2010apriorilist
ADRB2,1,Simonson2010apriorilist
APOE,1,Simonson2010apriorilist
BCL2L1,1,Simonson2010apriorilist
CABC1,1,Simonson2010apriorilist
CALCA,1,Simonson2010apriorilist
CDKN1A,1,Simonson2010apriorilist
CFTR,1,Simonson2010apriorilist
CPS1,1,Simonson2010apriorilist
CYB5R4,1,Simonson2010apriorilist
CYP19A1,1,Simonson2010apriorilist
CYP1A2,1,Simonson2010apriorilist
CYP26A1,1,Simonson2010apriorilist
CYP2A7,1,Simonson2010apriorilist
CYP2B6,1,Simonson2010apriorilist
CYP2C18,1,Simonson2010apriorilist
CYP2C19,1,Simonson2010apriorilist
CYP2C8,1,Simonson2010apriorilist
CYP2C9,1,Simonson2010apriorilist
CYP2F1,1,Simonson2010apriorilist
CYP2U1,1,Simonson2010apriorilist
CYP3A7,1,Simonson2010apriorilist
CYP4B1,1,Simonson2010apriorilist
CYP4F12,1,Simonson2010apriorilist
CYP4F2,1,Simonson2010apriorilist
CYP4F3,1,Simonson2010apriorilist
CYP8B1,1,Simonson2010apriorilist
DDAH2,1,Simonson2010apriorilist
EPHX2,1,Simonson2010apriorilist
GCHFR,1,Simonson2010apriorilist
GIMAP1,1,Simonson2010apriorilist
GIMAP5,1,Simonson2010apriorilist
HBM,1,Simonson2010apriorilist
HRH1,1,Simonson2010apriorilist
HSP90AB1,1,Simonson2010apriorilist
IFNG,1,Simonson2010apriorilist
INDO,1,Simonson2010apriorilist
INS,1,Simonson2010apriorilist
INSR,1,Simonson2010apriorilist
JAK2,1,Simonson2010apriorilist
KCNJ8,1,Simonson2010apriorilist
KNG1,1,Simonson2010apriorilist
NPR1,1,Simonson2010apriorilist
OXTR,1,Simonson2010apriorilist
P2RX4,1,Simonson2010apriorilist
PIP3-E,1,Simonson2010apriorilist
RORB,1,Simonson2010apriorilist
TDO2,1,Simonson2010apriorilist
TICAM1,1,Simonson2010apriorilist
TXNDC2,1,Simonson2010apriorilist
UCN,1,Simonson2010apriorilist
VHLL,1,Simonson2010apriorilist
ADAM12,1,Simonson2010
ANK3,1,Simonson2010
CNIH3,1,Simonson2010
DHTKD1,1,Simonson2010
FRG2B,1,Simonson2010
LOC653544,1,Simonson2010
LRRC20,1,Simonson2010
MBL2,1,Simonson2010
NCRNA00081,1,Simonson2010
OR10J5,1,Simonson2010
PAX7,1,Simonson2010
RPS24,1,Simonson2010
SEPHS1,1,Simonson2010
WNT8B,1,Simonson2010
ADCY1,1,Simonson2010
ALX4,1,Simonson2010
ANKRD10,1,Simonson2010
APLNR,1,Simonson2010
B3GAT2,1,Simonson2010
B4GALT5,1,Simonson2010
BARX1,1,Simonson2010
BCL2L14,1,Simonson2010
BLID,1,Simonson2010
C11orf87,1,Simonson2010
C19orf28,1,Simonson2010
C19orf29,1,Simonson2010
C2orf61,1,Simonson2010
C3orf25,1,Simonson2010
C4orf43,1,Simonson2010
C7orf29,1,Simonson2010
CCDC64,1,Simonson2010
CCDC77,1,Simonson2010
CENPE,1,Simonson2010
CLTCL1,1,Simonson2010
CYTH3,1,Simonson2010
DGCR11,1,Simonson2010
DGCR14,1,Simonson2010
DGKG,1,Simonson2010
DHX40P,1,Simonson2010
DMP1,1,Simonson2010
DNAJC10,1,Simonson2010
DSEL,1,Simonson2010
DYRK2,1,Simonson2010
EFCAB1,1,Simonson2010
ELMO1,1,Simonson2010
EPDR1,1,Simonson2010
FBN3,1,Simonson2010
FGD6,1,Simonson2010
FSHR,1,Simonson2010
GIMAP8,1,Simonson2010
GSG1L,1,Simonson2010
H1FOO,1,Simonson2010
HERPUD2,1,Simonson2010
IL12B,1,Simonson2010
INTS9,1,Simonson2010
KCNE3,1,Simonson2010
KIAA0256,1,Simonson2010
KIAA1644,1,Simonson2010
KLF9,1,Simonson2010
LAMA1,1,Simonson2010
LASS4,1,Simonson2010
LOC100192379,1,Simonson2010
LOC150568,1,Simonson2010
LOC286135,1,Simonson2010
LOC643905,1,Simonson2010
MACC1,1,Simonson2010
MAP1LC3B,1,Simonson2010
MAX,1,Simonson2010
MCEE,1,Simonson2010
MLYCD,1,Simonson2010
NDE1,1,Simonson2010
NDUFA7,1,Simonson2010
NKAIN2,1,Simonson2010
NOX3,1,Simonson2010
NUAK1,1,Simonson2010
OR10AD1,1,Simonson2010
OR6B2,1,Simonson2010
PCDH7,1,Simonson2010
PIP5K1C,1,Simonson2010
PLCB4,1,Simonson2010
PTPDC1,1,Simonson2010
RAD51L1,1,Simonson2010
RNASEN,1,Simonson2010
RNF169,1,Simonson2010
RTP1,1,Simonson2010
SAMD5,1,Simonson2010
SETD5,1,Simonson2010
SOBP,1,Simonson2010
SPATA2,1,Simonson2010
SRD5A2,1,Simonson2010
SRGAP3,1,Simonson2010
SSPO,1,Simonson2010
SYT10,1,Simonson2010
TEAD1,1,Simonson2010
THBS4,1,Simonson2010
THUMPD3,1,Simonson2010
TMEM155,1,Simonson2010
TMEM189,1,Simonson2010
TMEM215,1,Simonson2010
TMEM63C,1,Simonson2010
TMEM86A,1,Simonson2010
TRIM34,1,Simonson2010
TRIM42,1,Simonson2010
TRPC3,1,Simonson2010
UBE2V1,1,Simonson2010
UBQLN3,1,Simonson2010
UNC5C,1,Simonson2010
VEPH1,1,Simonson2010
VGLL4,1,Simonson2010
WDR21A,1,Simonson2010
WIPI1,1,Simonson2010
ZNF618,1,Simonson2010
ZNF775,1,Simonson2010
ABHD5,1,Simonson2010
ADAMTS6,1,Simonson2010
ANKRD44,1,Simonson2010
ANKS1B,1,Simonson2010
APC,1,Simonson2010
APOL4,1,Simonson2010
ARL6IP6,1,Simonson2010
ASAP2,1,Simonson2010
ASF1A,1,Simonson2010
ATRNL1,1,Simonson2010
ATXN7L2,1,Simonson2010
BLMH,1,Simonson2010
BMP5,1,Simonson2010
C10orf125,1,Simonson2010
C1orf116,1,Simonson2010
C21orf33,1,Simonson2010
C21orf7,1,Simonson2010
CACNA1E,1,Simonson2010
CCT5,1,Simonson2010
CD2AP,1,Simonson2010
CDYL,1,Simonson2010
CHRNA6,1,Simonson2010
CUEDC2,1,Simonson2010
CXCL5,1,Simonson2010
DBF4B,1,Simonson2010
DHX35,1,Simonson2010
DPPA2,1,Simonson2010
ENTPD1,1,Simonson2010
EPC2,1,Simonson2010
ERH,1,Simonson2010
FAM163A,1,Simonson2010
FAM59A,1,Simonson2010
FAM83C,1,Simonson2010
FBXL15,1,Simonson2010
FLJ46210,1,Simonson2010
FSTL1,1,Simonson2010
GAB1,1,Simonson2010
GABRR1,1,Simonson2010
GALNT13,1,Simonson2010
GBAP,1,Simonson2010
GCC1,1,Simonson2010
GCNT2,1,Simonson2010
GHDC,1,Simonson2010
GPBAR1,1,Simonson2010
GRID2,1,Simonson2010
GUSB,1,Simonson2010
HAVCR1,1,Simonson2010
HMGN3,1,Simonson2010
HNF4G,1,Simonson2010
HSPA5,1,Simonson2010
IFRD1,1,Simonson2010
INPP4B,1,Simonson2010
KLF12,1,Simonson2010
LBXCOR1,1,Simonson2010
LOC100130264,1,Simonson2010
LOC401397,1,Simonson2010
LYPD6,1,Simonson2010
MAGI1,1,Simonson2010
MKI67IP,1,Simonson2010
MORC1,1,Simonson2010
MYOF,1,Simonson2010
NAALADL2,1,Simonson2010
NCRNA00099,1,Simonson2010
NRF1,1,Simonson2010
NXNL2,1,Simonson2010
ORMDL1,1,Simonson2010
OTOL1,1,Simonson2010
PA2G4P4,1,Simonson2010
PAK2,1,Simonson2010
PARD6B,1,Simonson2010
PD2,1,Simonson2010
PFKFB2,1,Simonson2010
PMPCA,1,Simonson2010
PNKD,1,Simonson2010
PRDM7,1,Simonson2010
PRSS1,1,Simonson2010
PTPRF,1,Simonson2010
PZP,1,Simonson2010
QSER1,1,Simonson2010
RAPGEF2,1,Simonson2010
RASA1,1,Simonson2010
RGMA,1,Simonson2010
RNF180,1,Simonson2010
RTN1,1,Simonson2010
SCAND1,1,Simonson2010
SCRG1,1,Simonson2010
SDCCAG3,1,Simonson2010
SGIP1,1,Simonson2010
SH2D7,1,Simonson2010
SLC15A2,1,Simonson2010
SLC25A26,1,Simonson2010
SLITRK6,1,Simonson2010
SPRN,1,Simonson2010
SULT1C3,1,Simonson2010
SYT16,1,Simonson2010
TAF4B,1,Simonson2010
TCEA3,1,Simonson2010
TIPARP,1,Simonson2010
TNKS1BP1,1,Simonson2010
TRIM8,1,Simonson2010
TTC17,1,Simonson2010
UQCC,1,Simonson2010
USP38,1,Simonson2010
VSNL1,1,Simonson2010
WDR49,1,Simonson2010
WNK2,1,Simonson2010
XPR1,1,Simonson2010
ZNF131,1,Simonson2010
ZNF37A,1,Simonson2010
ZNF800,1,Simonson2010
ZPBP,1,Simonson2010
AGPAT3,1,Simonson2010
API5,1,Simonson2010
APOL2,1,Simonson2010
ARHGAP28,1,Simonson2010
ARSG,1,Simonson2010
BAHCC1,1,Simonson2010
BBS7,1,Simonson2010
BDH2,1,Simonson2010
BEND7,1,Simonson2010
C10orf95,1,Simonson2010
C12orf67,1,Simonson2010
C16orf38,1,Simonson2010
C1orf2,1,Simonson2010
C1orf95,1,Simonson2010
C2orf62,1,Simonson2010
C4BPB,1,Simonson2010
C5orf22,1,Simonson2010
C7orf53,1,Simonson2010
C9orf129,1,Simonson2010
C9orf163,1,Simonson2010
CALM2,1,Simonson2010
CCDC43,1,Simonson2010
CCNJ,1,Simonson2010
CD320,1,Simonson2010
CDGAP,1,Simonson2010
CHD2,1,Simonson2010
CHRDL2,1,Simonson2010
CHRNB3,1,Simonson2010
CORO7,1,Simonson2010
CTDSP1,1,Simonson2010
CXCL3,1,Simonson2010
DEPDC7,1,Simonson2010
DPPA4,1,Simonson2010
EAF2,1,Simonson2010
EIF2AK1,1,Simonson2010
EIF6,1,Simonson2010
EPB41L2,1,Simonson2010
ETV5,1,Simonson2010
EXOSC9,1,Simonson2010
EXT2,1,Simonson2010
EXTL3,1,Simonson2010
FAM100A,1,Simonson2010
FAM173B,1,Simonson2010
FAM3C,1,Simonson2010
FAM83D,1,Simonson2010
FLJ43390,1,Simonson2010
FSCN3,1,Simonson2010
FZR1,1,Simonson2010
GAPVD1,1,Simonson2010
GAS8,1,Simonson2010
GDF5,1,Simonson2010
GNAI3,1,Simonson2010
GPR135,1,Simonson2010
GSC2,1,Simonson2010
HEATR6,1,Simonson2010
HIRA,1,Simonson2010
HMG20B,1,Simonson2010
HMGCS1,1,Simonson2010
IFT122,1,Simonson2010
ITGBL1,1,Simonson2010
KANK3,1,Simonson2010
KIAA1737,1,Simonson2010
KIF5C,1,Simonson2010
KILLIN,1,Simonson2010
KRBA1,1,Simonson2010
LEKR1,1,Simonson2010
LOC100129055,1,Simonson2010
LOC338799,1,Simonson2010
LOC389151,1,Simonson2010
LOC399959,1,Simonson2010
LOC642846,1,Simonson2010
LOC653545,1,Simonson2010
LOH12CR2,1,Simonson2010
LRIG1,1,Simonson2010
LRRC55,1,Simonson2010
MBD4,1,Simonson2010
MYEOV2,1,Simonson2010
MYH11,1,Simonson2010
NDUFB4,1,Simonson2010
NINJ2,1,Simonson2010
NPFFR1,1,Simonson2010
NUDT5,1,Simonson2010
OR10J1,1,Simonson2010
OR52H1,1,Simonson2010
OTOS,1,Simonson2010
PAIP2B,1,Simonson2010
PAOX,1,Simonson2010
PDCD4,1,Simonson2010
PDE4B,1,Simonson2010
PMS1,1,Simonson2010
POLD3,1,Simonson2010
POLR3A,1,Simonson2010
PPP1R14C,1,Simonson2010
PRAP1,1,Simonson2010
PRG2,1,Simonson2010
PRG3,1,Simonson2010
QTRTD1,1,Simonson2010
RASSF10,1,Simonson2010
REPIN1,1,Simonson2010
RPL39L,1,Simonson2010
RPP40,1,Simonson2010
RUNX3,1,Simonson2010
SAP30,1,Simonson2010
SENP5,1,Simonson2010
SERINC5,1,Simonson2010
SERPINI1,1,Simonson2010
SERTAD2,1,Simonson2010
SHC4,1,Simonson2010
SLC39A9,1,Simonson2010
SLC6A5,1,Simonson2010
SLC9A8,1,Simonson2010
SMAP1,1,Simonson2010
SMC5,1,Simonson2010
SMC6,1,Simonson2010
SNAI1,1,Simonson2010
SPIN1,1,Simonson2010
SPTY2D1,1,Simonson2010
SRP19,1,Simonson2010
ST3GAL3,1,Simonson2010
SULT1C2,1,Simonson2010
SYCE1,1,Simonson2010
TIMD4,1,Simonson2010
TMEM189-,1,Simonson2010
TMIGD1,1,Simonson2010
TOR1AIP2,1,Simonson2010
TRY6,1,Simonson2010
TSEN2,1,Simonson2010
TSN,1,Simonson2010
TSSK2,1,Simonson2010
TXNDC3,1,Simonson2010
UBLCP1,1,Simonson2010
UBQLNL,1,Simonson2010
VEZT,1,Simonson2010
WDR66,1,Simonson2010
ZCCHC14,1,Simonson2010
ZNF436,1,Simonson2010
ADAM11,1,Simonson2010
AMIGO1,1,Simonson2010
APOL3,1,Simonson2010
ARF5,1,Simonson2010
ARL3,1,Simonson2010
ARPC2,1,Simonson2010
ASL,1,Simonson2010
B4GALNT3,1,Simonson2010
C12orf68,1,Simonson2010
C14orf149,1,Simonson2010
C1orf104,1,Simonson2010
C3orf55,1,Simonson2010
C4BPA,1,Simonson2010
CA4,1,Simonson2010
CALY,1,Simonson2010
CCDC55,1,Simonson2010
CCL25,1,Simonson2010
CEP250,1,Simonson2010
CMBL,1,Simonson2010
CPD,1,Simonson2010
DBNDD1,1,Simonson2010
DNAJA3,1,Simonson2010
DRD3,1,Simonson2010
DUX4,1,Simonson2010
EPB41L1,1,Simonson2010
FBXO31,1,Simonson2010
GALNT7,1,Simonson2010
GALNTL1,1,Simonson2010
GBA,1,Simonson2010
GBF1,1,Simonson2010
GEN1,1,Simonson2010
GPR115,1,Simonson2010
HLA-B,1,Simonson2010
HNRNPR,1,Simonson2010
IBSP,1,Simonson2010
IFRG15,1,Simonson2010
INPP5E,1,Simonson2010
JARID1A,1,Simonson2010
JMJD2A,1,Simonson2010
KIAA0430,1,Simonson2010
KTELC1,1,Simonson2010
LHFPL4,1,Simonson2010
LOC100127889,1,Simonson2010
LOC653543,1,Simonson2010
LOC729627,1,Simonson2010
LOC90826,1,Simonson2010
MCM9,1,Simonson2010
MGC42105,1,Simonson2010
MKRN2,1,Simonson2010
MTG1,1,Simonson2010
NDUFA10,1,Simonson2010
NHEDC2,1,Simonson2010
OR52B6,1,Simonson2010
OSGIN1,1,Simonson2010
PDCD10,1,Simonson2010
PIGZ,1,Simonson2010
PPA1,1,Simonson2010
PPBP,1,Simonson2010
PRPF40A,1,Simonson2010
PRRG4,1,Simonson2010
PTPN5,1,Simonson2010
RAB11B,1,Simonson2010
RABEPK,1,Simonson2010
RARRES2,1,Simonson2010
RBM25,1,Simonson2010
RHO,1,Simonson2010
RNF114,1,Simonson2010
RPS28,1,Simonson2010
SEC31B,1,Simonson2010
SEC61A2,1,Simonson2010
SFRP4,1,Simonson2010
SHOC2,1,Simonson2010
SLC11A1,1,Simonson2010
SLC43A3,1,Simonson2010
SNAPC4,1,Simonson2010
SRrp35,1,Simonson2010
SULT1C4,1,Simonson2010
SYPL2,1,Simonson2010
TBXA2R,1,Simonson2010
TKTL2,1,Simonson2010
TRAPPC10,1,Simonson2010
TRIM6-,1,Simonson2010
USP42,1,Simonson2010
WNT16,1,Simonson2010
ZDHHC22,1,Simonson2010
ZNF862,1,Simonson2010
AAMP,1,Simonson2010
ANXA5,1,Simonson2010
APOL1,1,Simonson2010
C14orf100,1,Simonson2010
C16orf3,1,Simonson2010
C16orf5,1,Simonson2010
C19orf71,1,Simonson2010
C1orf213,1,Simonson2010
C20orf152,1,Simonson2010
CC2D2B,1,Simonson2010
CDC123,1,Simonson2010
CXCL2,1,Simonson2010
DGCR2,1,Simonson2010
ECHS1,1,Simonson2010
ERGIC3,1,Simonson2010
GNAT2,1,Simonson2010
GPR61,1,Simonson2010
HMGB2,1,Simonson2010
